report_date,department,patient_count,avg_age,severity_distribution
2024-01-31,Gastroenterology,21,49.8,"{'Mild': 6, 'Moderate': 13, 'Severe': 2}"
2024-01-31,Endocrinology,24,54.5,"{'Mild': 13, 'Moderate': 5, 'Severe': 6}"
2024-01-31,Psychiatry,15,45.5,"{'Mild': 6, 'Moderate': 7, 'Severe': 2}"
2024-02-01,Cardiology,10,42.8,"{'Mild': 8, 'Moderate': 2, 'Severe': 0}"
2024-02-01,Neurology,50,48.3,"{'Mild': 22, 'Moderate': 18, 'Severe': 10}"
2024-02-01,Pediatrics,33,45.6,"{'Mild': 14, 'Moderate': 10, 'Severe': 9}"
2024-02-01,Orthopedics,17,51.8,"{'Mild': 9, 'Moderate': 8, 'Severe': 0}"
2024-02-01,Oncology,23,42.1,"{'Mild': 9, 'Moderate': 12, 'Severe': 2}"
2024-02-01,Dermatology,31,48.6,"{'Mild': 14, 'Moderate': 11, 'Severe': 6}"
2024-02-01,Gastroenterology,46,48.8,"{'Mild': 14, 'Moderate': 21, 'Severe': 11}"
2024-02-01,Endocrinology,40,47.3,"{'Mild': 10, 'Moderate': 20, 'Severe': 10}"
2024-02-01,Psychiatry,11,39.7,"{'Mild': 5, 'Moderate': 4, 'Severe': 2}"
2024-02-02,Cardiology,49,39.2,"{'Mild': 30, 'Moderate': 12, 'Severe': 7}"
2024-02-02,Neurology,12,48.7,"{'Mild': 8, 'Moderate': 3, 'Severe': 1}"
2024-02-02,Pediatrics,43,46.8,"{'Mild': 19, 'Moderate': 13, 'Severe': 11}"
2024-02-02,Orthopedics,38,47.4,"{'Mild': 15, 'Moderate': 20, 'Severe': 3}"
2024-02-02,Oncology,31,43.3,"{'Mild': 11, 'Moderate': 14, 'Severe': 6}"
2024-02-02,Dermatology,32,53.5,"{'Mild': 14, 'Moderate': 14, 'Severe': 4}"
2024-02-02,Gastroenterology,47,41.3,"{'Mild': 16, 'Moderate': 21, 'Severe': 10}"
2024-02-02,Endocrinology,10,49.7,"{'Mild': 6, 'Moderate': 4, 'Severe': 0}"
2024-02-02,Psychiatry,44,48.5,"{'Mild': 19, 'Moderate': 17, 'Severe': 8}"
2024-02-03,Cardiology,24,36.2,"{'Mild': 15, 'Moderate': 4, 'Severe': 5}"
2024-02-03,Neurology,36,51.0,"{'Mild': 19, 'Moderate': 12, 'Severe': 5}"
2024-02-03,Pediatrics,7,42.7,"{'Mild': 4, 'Moderate': 1, 'Severe': 2}"
2024-02-03,Orthopedics,9,46.1,"{'Mild': 4, 'Moderate': 4, 'Severe': 1}"
2024-02-03,Oncology,37,40.8,"{'Mild': 17, 'Moderate': 13, 'Severe': 7}"
2024-02-03,Dermatology,10,31.5,"{'Mild': 6, 'Moderate': 3, 'Severe': 1}"
2024-02-03,Gastroenterology,11,31.0,"{'Mild': 3, 'Moderate': 6, 'Severe': 2}"
2024-02-03,Endocrinology,26,49.3,"{'Mild': 10, 'Moderate': 16, 'Severe': 0}"
2024-02-03,Psychiatry,25,40.5,"{'Mild': 11, 'Moderate': 11, 'Severe': 3}"
2024-02-04,Cardiology,50,43.2,"{'Mild': 31, 'Moderate': 14, 'Severe': 5}"
2024-02-04,Neurology,24,39.8,"{'Mild': 6, 'Moderate': 14, 'Severe': 4}"
2024-02-04,Pediatrics,30,54.5,"{'Mild': 17, 'Moderate': 9, 'Severe': 4}"
2024-02-04,Orthopedics,37,46.1,"{'Mild': 10, 'Moderate': 25, 'Severe': 2}"
2024-02-04,Oncology,42,40.7,"{'Mild': 22, 'Moderate': 16, 'Severe': 4}"
2024-02-04,Dermatology,8,44.6,"{'Mild': 4, 'Moderate': 4, 'Severe': 0}"
2024-02-04,Gastroenterology,43,43.7,"{'Mild': 15, 'Moderate': 20, 'Severe': 8}"
2024-02-04,Endocrinology,12,62.9,"{'Mild': 2, 'Moderate': 9, 'Severe': 1}"
2024-02-04,Psychiatry,11,40.5,"{'Mild': 8, 'Moderate': 3, 'Severe': 0}"
2024-02-05,Cardiology,9,36.3,"{'Mild': 3, 'Moderate': 5, 'Severe': 1}"
2024-02-05,Neurology,17,46.0,"{'Mild': 8, 'Moderate': 6, 'Severe': 3}"
2024-02-05,Pediatrics,30,46.2,"{'Mild': 12, 'Moderate': 13, 'Severe': 5}"
2024-02-05,Orthopedics,44,50.2,"{'Mild': 23, 'Moderate': 19, 'Severe': 2}"
2024-02-05,Oncology,14,37.4,"{'Mild': 6, 'Moderate': 5, 'Severe': 3}"
2024-02-05,Dermatology,33,46.1,"{'Mild': 13, 'Moderate': 12, 'Severe': 8}"
2024-02-05,Gastroenterology,5,43.2,"{'Mild': 4, 'Moderate': 1, 'Severe': 0}"
2024-02-05,Endocrinology,37,43.7,"{'Mild': 14, 'Moderate': 17, 'Severe': 6}"
2024-02-05,Psychiatry,39,46.9,"{'Mild': 15, 'Moderate': 20, 'Severe': 4}"
2024-02-06,Cardiology,20,46.6,"{'Mild': 13, 'Moderate': 3, 'Severe': 4}"
2024-02-06,Neurology,16,42.4,"{'Mild': 8, 'Moderate': 5, 'Severe': 3}"
2024-02-06,Pediatrics,37,48.2,"{'Mild': 19, 'Moderate': 12, 'Severe': 6}"
2024-02-06,Orthopedics,43,46.4,"{'Mild': 17, 'Moderate': 24, 'Severe': 2}"
2024-02-06,Oncology,16,30.0,"{'Mild': 2, 'Moderate': 7, 'Severe': 7}"
2024-02-06,Dermatology,26,53.3,"{'Mild': 10, 'Moderate': 12, 'Severe': 4}"
2024-02-06,Gastroenterology,27,41.0,"{'Mild': 7, 'Moderate': 13, 'Severe': 7}"
2024-02-06,Endocrinology,15,64.1,"{'Mild': 6, 'Moderate': 5, 'Severe': 4}"
2024-02-06,Psychiatry,45,44.5,"{'Mild': 17, 'Moderate': 24, 'Severe': 4}"
2024-02-07,Cardiology,14,30.7,"{'Mild': 8, 'Moderate': 3, 'Severe': 3}"
2024-02-07,Neurology,35,52.2,"{'Mild': 12, 'Moderate': 18, 'Severe': 5}"
2024-02-07,Pediatrics,8,71.4,"{'Mild': 2, 'Moderate': 3, 'Severe': 3}"
2024-02-07,Orthopedics,35,47.5,"{'Mild': 16, 'Moderate': 17, 'Severe': 2}"
2024-02-07,Oncology,47,45.7,"{'Mild': 16, 'Moderate': 20, 'Severe': 11}"
2024-02-07,Dermatology,38,54.1,"{'Mild': 13, 'Moderate': 17, 'Severe': 8}"
2024-02-07,Gastroenterology,21,52.7,"{'Mild': 6, 'Moderate': 12, 'Severe': 3}"
2024-02-07,Endocrinology,40,45.1,"{'Mild': 18, 'Moderate': 17, 'Severe': 5}"
2024-02-07,Psychiatry,35,51.7,"{'Mild': 16, 'Moderate': 15, 'Severe': 4}"
2024-02-08,Cardiology,32,46.1,"{'Mild': 21, 'Moderate': 6, 'Severe': 5}"
2024-02-08,Neurology,25,55.0,"{'Mild': 10, 'Moderate': 11, 'Severe': 4}"
2024-02-08,Pediatrics,50,45.0,"{'Mild': 25, 'Moderate': 19, 'Severe': 6}"
2024-02-08,Orthopedics,26,56.0,"{'Mild': 12, 'Moderate': 13, 'Severe': 1}"
2024-02-08,Oncology,18,41.3,"{'Mild': 9, 'Moderate': 7, 'Severe': 2}"
2024-02-08,Dermatology,35,44.7,"{'Mild': 12, 'Moderate': 12, 'Severe': 11}"
2024-02-08,Gastroenterology,19,46.3,"{'Mild': 8, 'Moderate': 9, 'Severe': 2}"
2024-02-08,Endocrinology,18,46.9,"{'Mild': 4, 'Moderate': 11, 'Severe': 3}"
2024-02-08,Psychiatry,20,43.0,"{'Mild': 9, 'Moderate': 6, 'Severe': 5}"
2024-02-09,Cardiology,27,43.8,"{'Mild': 12, 'Moderate': 11, 'Severe': 4}"
2024-02-09,Neurology,24,41.4,"{'Mild': 14, 'Moderate': 7, 'Severe': 3}"
2024-02-09,Pediatrics,24,50.5,"{'Mild': 8, 'Moderate': 8, 'Severe': 8}"
2024-02-09,Orthopedics,39,49.3,"{'Mild': 19, 'Moderate': 16, 'Severe': 4}"
2024-02-09,Oncology,10,46.6,"{'Mild': 2, 'Moderate': 6, 'Severe': 2}"
2024-02-09,Dermatology,12,40.3,"{'Mild': 7, 'Moderate': 2, 'Severe': 3}"
2024-02-09,Gastroenterology,24,35.6,"{'Mild': 6, 'Moderate': 11, 'Severe': 7}"
2024-02-09,Endocrinology,43,46.8,"{'Mild': 17, 'Moderate': 19, 'Severe': 7}"
2024-02-09,Psychiatry,48,48.8,"{'Mild': 18, 'Moderate': 20, 'Severe': 10}"
2024-02-10,Cardiology,30,37.7,"{'Mild': 16, 'Moderate': 6, 'Severe': 8}"
2024-02-10,Neurology,11,43.5,"{'Mild': 5, 'Moderate': 4, 'Severe': 2}"
2024-02-10,Pediatrics,16,42.8,"{'Mild': 7, 'Moderate': 8, 'Severe': 1}"
2024-02-10,Orthopedics,24,54.4,"{'Mild': 8, 'Moderate': 14, 'Severe': 2}"
2024-02-10,Oncology,34,42.0,"{'Mild': 17, 'Moderate': 13, 'Severe': 4}"
2024-02-10,Dermatology,10,46.6,"{'Mild': 5, 'Moderate': 3, 'Severe': 2}"
2024-02-10,Gastroenterology,34,40.7,"{'Mild': 13, 'Moderate': 16, 'Severe': 5}"
2024-02-10,Endocrinology,38,43.1,"{'Mild': 18, 'Moderate': 16, 'Severe': 4}"
2024-02-10,Psychiatry,22,48.3,"{'Mild': 10, 'Moderate': 7, 'Severe': 5}"
2024-02-11,Cardiology,10,40.9,"{'Mild': 5, 'Moderate': 3, 'Severe': 2}"
2024-02-11,Neurology,13,45.0,"{'Mild': 8, 'Moderate': 5, 'Severe': 0}"
2024-02-11,Pediatrics,21,53.5,"{'Mild': 12, 'Moderate': 5, 'Severe': 4}"
2024-02-11,Orthopedics,8,48.9,"{'Mild': 7, 'Moderate': 1, 'Severe': 0}"
2024-02-11,Oncology,31,40.2,"{'Mild': 14, 'Moderate': 10, 'Severe': 7}"
2024-02-11,Dermatology,13,39.5,"{'Mild': 6, 'Moderate': 5, 'Severe': 2}"
2024-02-11,Gastroenterology,49,50.1,"{'Mild': 19, 'Moderate': 22, 'Severe': 8}"
2024-02-11,Endocrinology,14,43.7,"{'Mild': 5, 'Moderate': 5, 'Severe': 4}"
2024-02-11,Psychiatry,27,41.7,"{'Mild': 9, 'Moderate': 14, 'Severe': 4}"
2024-02-12,Cardiology,42,41.0,"{'Mild': 23, 'Moderate': 11, 'Severe': 8}"
2024-02-12,Neurology,32,50.3,"{'Mild': 13, 'Moderate': 15, 'Severe': 4}"
2024-02-12,Pediatrics,38,49.0,"{'Mild': 14, 'Moderate': 16, 'Severe': 8}"
2024-02-12,Orthopedics,15,43.3,"{'Mild': 10, 'Moderate': 5, 'Severe': 0}"
2024-02-12,Oncology,37,36.4,"{'Mild': 18, 'Moderate': 11, 'Severe': 8}"
2024-02-12,Dermatology,24,46.5,"{'Mild': 12, 'Moderate': 8, 'Severe': 4}"
2024-02-12,Gastroenterology,29,43.3,"{'Mild': 7, 'Moderate': 15, 'Severe': 7}"
2024-02-12,Endocrinology,32,51.4,"{'Mild': 11, 'Moderate': 15, 'Severe': 6}"
2024-02-12,Psychiatry,16,46.6,"{'Mild': 7, 'Moderate': 5, 'Severe': 4}"
2024-02-13,Cardiology,7,59.3,"{'Mild': 3, 'Moderate': 4, 'Severe': 0}"
2024-02-13,Neurology,49,45.9,"{'Mild': 22, 'Moderate': 20, 'Severe': 7}"
2024-02-13,Pediatrics,23,42.4,"{'Mild': 13, 'Moderate': 7, 'Severe': 3}"
2024-02-13,Orthopedics,25,48.0,"{'Mild': 11, 'Moderate': 11, 'Severe': 3}"
2024-02-13,Oncology,32,44.7,"{'Mild': 17, 'Moderate': 10, 'Severe': 5}"
2024-02-13,Dermatology,50,51.1,"{'Mild': 22, 'Moderate': 20, 'Severe': 8}"
2024-02-13,Gastroenterology,43,47.5,"{'Mild': 12, 'Moderate': 24, 'Severe': 7}"
2024-02-13,Endocrinology,24,42.5,"{'Mild': 12, 'Moderate': 10, 'Severe': 2}"
2024-02-13,Psychiatry,17,46.6,"{'Mild': 5, 'Moderate': 9, 'Severe': 3}"
2024-02-14,Cardiology,42,44.5,"{'Mild': 21, 'Moderate': 14, 'Severe': 7}"
2024-02-14,Neurology,34,52.0,"{'Mild': 15, 'Moderate': 14, 'Severe': 5}"
2024-02-14,Pediatrics,33,41.6,"{'Mild': 13, 'Moderate': 11, 'Severe': 9}"
2024-02-14,Orthopedics,9,52.1,"{'Mild': 4, 'Moderate': 4, 'Severe': 1}"
2024-02-14,Oncology,18,46.1,"{'Mild': 7, 'Moderate': 10, 'Severe': 1}"
2024-02-14,Dermatology,17,50.8,"{'Mild': 6, 'Moderate': 6, 'Severe': 5}"
2024-02-14,Gastroenterology,40,41.0,"{'Mild': 12, 'Moderate': 21, 'Severe': 7}"
2024-02-14,Endocrinology,10,50.8,"{'Mild': 4, 'Moderate': 4, 'Severe': 2}"
2024-02-14,Psychiatry,38,42.6,"{'Mild': 15, 'Moderate': 16, 'Severe': 7}"
2024-02-15,Cardiology,28,43.7,"{'Mild': 16, 'Moderate': 7, 'Severe': 5}"
2024-02-15,Neurology,26,46.2,"{'Mild': 13, 'Moderate': 9, 'Severe': 4}"
2024-02-15,Pediatrics,31,51.0,"{'Mild': 12, 'Moderate': 13, 'Severe': 6}"
2024-02-15,Orthopedics,38,49.1,"{'Mild': 14, 'Moderate': 23, 'Severe': 1}"
2024-02-15,Oncology,6,48.7,"{'Mild': 2, 'Moderate': 2, 'Severe': 2}"
2024-02-15,Dermatology,14,40.6,"{'Mild': 10, 'Moderate': 4, 'Severe': 0}"
2024-02-15,Gastroenterology,13,47.0,"{'Mild': 3, 'Moderate': 6, 'Severe': 4}"
2024-02-15,Endocrinology,38,45.8,"{'Mild': 17, 'Moderate': 13, 'Severe': 8}"
2024-02-15,Psychiatry,23,46.9,"{'Mild': 12, 'Moderate': 11, 'Severe': 0}"
2024-02-16,Cardiology,40,40.6,"{'Mild': 28, 'Moderate': 9, 'Severe': 3}"
2024-02-16,Neurology,16,39.2,"{'Mild': 9, 'Moderate': 7, 'Severe': 0}"
2024-02-16,Pediatrics,21,45.7,"{'Mild': 10, 'Moderate': 8, 'Severe': 3}"
2024-02-16,Orthopedics,7,52.6,"{'Mild': 3, 'Moderate': 4, 'Severe': 0}"
2024-02-16,Oncology,5,38.4,"{'Mild': 2, 'Moderate': 1, 'Severe': 2}"
2024-02-16,Dermatology,43,52.8,"{'Mild': 15, 'Moderate': 21, 'Severe': 7}"
2024-02-16,Gastroenterology,40,48.9,"{'Mild': 13, 'Moderate': 15, 'Severe': 12}"
2024-02-16,Endocrinology,37,46.9,"{'Mild': 15, 'Moderate': 12, 'Severe': 10}"
2024-02-16,Psychiatry,42,43.5,"{'Mild': 19, 'Moderate': 18, 'Severe': 5}"
2024-02-17,Cardiology,16,44.8,"{'Mild': 7, 'Moderate': 5, 'Severe': 4}"
2024-02-17,Neurology,16,43.8,"{'Mild': 6, 'Moderate': 8, 'Severe': 2}"
2024-02-17,Pediatrics,47,46.8,"{'Mild': 22, 'Moderate': 18, 'Severe': 7}"
2024-02-17,Orthopedics,33,46.5,"{'Mild': 14, 'Moderate': 14, 'Severe': 5}"
2024-02-17,Oncology,42,45.3,"{'Mild': 19, 'Moderate': 16, 'Severe': 7}"
2024-02-17,Dermatology,18,41.0,"{'Mild': 9, 'Moderate': 4, 'Severe': 5}"
2024-02-17,Gastroenterology,23,48.7,"{'Mild': 6, 'Moderate': 14, 'Severe': 3}"
2024-02-17,Endocrinology,26,39.9,"{'Mild': 11, 'Moderate': 7, 'Severe': 8}"
2024-02-17,Psychiatry,22,45.4,"{'Mild': 4, 'Moderate': 13, 'Severe': 5}"
2024-02-18,Cardiology,24,36.8,"{'Mild': 12, 'Moderate': 9, 'Severe': 3}"
2024-02-18,Neurology,16,52.1,"{'Mild': 11, 'Moderate': 4, 'Severe': 1}"
2024-02-18,Pediatrics,29,44.2,"{'Mild': 9, 'Moderate': 14, 'Severe': 6}"
2024-02-18,Orthopedics,39,47.2,"{'Mild': 15, 'Moderate': 20, 'Severe': 4}"
2024-02-18,Oncology,12,46.7,"{'Mild': 4, 'Moderate': 5, 'Severe': 3}"
2024-02-18,Dermatology,31,49.8,"{'Mild': 15, 'Moderate': 12, 'Severe': 4}"
2024-02-18,Gastroenterology,15,38.0,"{'Mild': 6, 'Moderate': 6, 'Severe': 3}"
2024-02-18,Endocrinology,14,48.8,"{'Mild': 7, 'Moderate': 4, 'Severe': 3}"
2024-02-18,Psychiatry,7,52.7,"{'Mild': 2, 'Moderate': 3, 'Severe': 2}"
2024-02-19,Cardiology,38,39.1,"{'Mild': 24, 'Moderate': 10, 'Severe': 4}"
2024-02-19,Neurology,44,49.7,"{'Mild': 21, 'Moderate': 17, 'Severe': 6}"
2024-02-19,Pediatrics,29,51.3,"{'Mild': 16, 'Moderate': 6, 'Severe': 7}"
2024-02-19,Orthopedics,48,45.4,"{'Mild': 19, 'Moderate': 27, 'Severe': 2}"
2024-02-19,Oncology,40,44.3,"{'Mild': 20, 'Moderate': 14, 'Severe': 6}"
2024-02-19,Dermatology,22,50.5,"{'Mild': 7, 'Moderate': 10, 'Severe': 5}"
2024-02-19,Gastroenterology,18,36.9,"{'Mild': 2, 'Moderate': 9, 'Severe': 7}"
2024-02-19,Endocrinology,12,44.8,"{'Mild': 5, 'Moderate': 3, 'Severe': 4}"
2024-02-19,Psychiatry,6,47.5,"{'Mild': 2, 'Moderate': 4, 'Severe': 0}"
2024-02-20,Cardiology,5,48.2,"{'Mild': 5, 'Moderate': 0, 'Severe': 0}"
2024-02-20,Neurology,11,43.3,"{'Mild': 6, 'Moderate': 5, 'Severe': 0}"
2024-02-20,Pediatrics,42,47.0,"{'Mild': 22, 'Moderate': 11, 'Severe': 9}"
2024-02-20,Orthopedics,46,47.5,"{'Mild': 21, 'Moderate': 23, 'Severe': 2}"
2024-02-20,Oncology,24,43.7,"{'Mild': 15, 'Moderate': 6, 'Severe': 3}"
2024-02-20,Dermatology,5,44.6,"{'Mild': 1, 'Moderate': 2, 'Severe': 2}"
2024-02-20,Gastroenterology,17,47.3,"{'Mild': 3, 'Moderate': 12, 'Severe': 2}"
2024-02-20,Endocrinology,38,48.1,"{'Mild': 16, 'Moderate': 13, 'Severe': 9}"
2024-02-20,Psychiatry,36,49.7,"{'Mild': 17, 'Moderate': 12, 'Severe': 7}"
2024-02-21,Cardiology,6,48.7,"{'Mild': 4, 'Moderate': 2, 'Severe': 0}"
2024-02-21,Neurology,15,41.7,"{'Mild': 7, 'Moderate': 4, 'Severe': 4}"
2024-02-21,Pediatrics,17,53.6,"{'Mild': 6, 'Moderate': 5, 'Severe': 6}"
2024-02-21,Orthopedics,9,56.4,"{'Mild': 4, 'Moderate': 4, 'Severe': 1}"
2024-02-21,Oncology,18,41.4,"{'Mild': 9, 'Moderate': 2, 'Severe': 7}"
2024-02-21,Dermatology,24,49.4,"{'Mild': 14, 'Moderate': 7, 'Severe': 3}"
2024-02-21,Gastroenterology,27,38.0,"{'Mild': 12, 'Moderate': 12, 'Severe': 3}"
2024-02-21,Endocrinology,16,45.6,"{'Mild': 7, 'Moderate': 6, 'Severe': 3}"
2024-02-21,Psychiatry,39,47.1,"{'Mild': 12, 'Moderate': 22, 'Severe': 5}"
2024-02-22,Cardiology,23,41.9,"{'Mild': 15, 'Moderate': 7, 'Severe': 1}"
2024-02-22,Neurology,17,50.4,"{'Mild': 8, 'Moderate': 8, 'Severe': 1}"
2024-02-22,Pediatrics,27,48.2,"{'Mild': 9, 'Moderate': 8, 'Severe': 10}"
2024-02-22,Orthopedics,9,43.4,"{'Mild': 5, 'Moderate': 4, 'Severe': 0}"
2024-02-22,Oncology,15,36.5,"{'Mild': 7, 'Moderate': 6, 'Severe': 2}"
2024-02-22,Dermatology,41,47.4,"{'Mild': 20, 'Moderate': 10, 'Severe': 11}"
2024-02-22,Gastroenterology,34,47.7,"{'Mild': 12, 'Moderate': 15, 'Severe': 7}"
2024-02-22,Endocrinology,15,33.1,"{'Mild': 5, 'Moderate': 10, 'Severe': 0}"
2024-02-22,Psychiatry,19,42.4,"{'Mild': 11, 'Moderate': 7, 'Severe': 1}"
2024-02-23,Cardiology,47,43.8,"{'Mild': 26, 'Moderate': 11, 'Severe': 10}"
2024-02-23,Neurology,29,50.6,"{'Mild': 16, 'Moderate': 9, 'Severe': 4}"
2024-02-23,Pediatrics,20,41.0,"{'Mild': 8, 'Moderate': 6, 'Severe': 6}"
2024-02-23,Orthopedics,47,52.3,"{'Mild': 22, 'Moderate': 22, 'Severe': 3}"
2024-02-23,Oncology,9,42.8,"{'Mild': 2, 'Moderate': 6, 'Severe': 1}"
2024-02-23,Dermatology,34,51.2,"{'Mild': 12, 'Moderate': 16, 'Severe': 6}"
2024-02-23,Gastroenterology,26,45.5,"{'Mild': 15, 'Moderate': 8, 'Severe': 3}"
2024-02-23,Endocrinology,21,45.8,"{'Mild': 10, 'Moderate': 9, 'Severe': 2}"
2024-02-23,Psychiatry,5,50.6,"{'Mild': 2, 'Moderate': 3, 'Severe': 0}"
2024-02-24,Cardiology,23,37.0,"{'Mild': 14, 'Moderate': 5, 'Severe': 4}"
2024-02-24,Neurology,31,46.5,"{'Mild': 14, 'Moderate': 13, 'Severe': 4}"
2024-02-24,Pediatrics,35,45.1,"{'Mild': 20, 'Moderate': 9, 'Severe': 6}"
2024-02-24,Orthopedics,9,43.8,"{'Mild': 2, 'Moderate': 4, 'Severe': 3}"
2024-02-24,Oncology,31,38.5,"{'Mild': 18, 'Moderate': 10, 'Severe': 3}"
2024-02-24,Dermatology,8,69.6,"{'Mild': 2, 'Moderate': 1, 'Severe': 5}"
2024-02-24,Gastroenterology,33,45.1,"{'Mild': 9, 'Moderate': 14, 'Severe': 10}"
2024-02-24,Endocrinology,50,44.8,"{'Mild': 20, 'Moderate': 22, 'Severe': 8}"
2024-02-24,Psychiatry,49,43.5,"{'Mild': 19, 'Moderate': 22, 'Severe': 8}"
2024-02-25,Cardiology,50,39.2,"{'Mild': 27, 'Moderate': 14, 'Severe': 9}"
2024-02-25,Neurology,28,57.9,"{'Mild': 8, 'Moderate': 12, 'Severe': 8}"
2024-02-25,Pediatrics,11,45.0,"{'Mild': 5, 'Moderate': 4, 'Severe': 2}"
2024-02-25,Orthopedics,32,44.1,"{'Mild': 11, 'Moderate': 20, 'Severe': 1}"
2024-02-25,Oncology,40,38.6,"{'Mild': 18, 'Moderate': 15, 'Severe': 7}"
2024-02-25,Dermatology,32,40.8,"{'Mild': 12, 'Moderate': 12, 'Severe': 8}"
2024-02-25,Gastroenterology,49,43.9,"{'Mild': 17, 'Moderate': 23, 'Severe': 9}"
2024-02-25,Endocrinology,42,47.3,"{'Mild': 14, 'Moderate': 19, 'Severe': 9}"
2024-02-25,Psychiatry,7,51.6,"{'Mild': 2, 'Moderate': 4, 'Severe': 1}"
2024-02-26,Cardiology,48,44.4,"{'Mild': 28, 'Moderate': 12, 'Severe': 8}"
2024-02-26,Neurology,21,50.8,"{'Mild': 9, 'Moderate': 8, 'Severe': 4}"
2024-02-26,Pediatrics,10,39.9,"{'Mild': 4, 'Moderate': 3, 'Severe': 3}"
2024-02-26,Orthopedics,28,49.4,"{'Mild': 12, 'Moderate': 11, 'Severe': 5}"
2024-02-26,Oncology,37,46.1,"{'Mild': 17, 'Moderate': 14, 'Severe': 6}"
2024-02-26,Dermatology,6,53.5,"{'Mild': 5, 'Moderate': 1, 'Severe': 0}"
2024-02-26,Gastroenterology,29,41.9,"{'Mild': 12, 'Moderate': 13, 'Severe': 4}"
2024-02-26,Endocrinology,36,50.4,"{'Mild': 12, 'Moderate': 18, 'Severe': 6}"
2024-02-26,Psychiatry,20,45.6,"{'Mild': 8, 'Moderate': 9, 'Severe': 3}"
2024-02-27,Cardiology,7,36.4,"{'Mild': 3, 'Moderate': 3, 'Severe': 1}"
2024-02-27,Neurology,30,42.9,"{'Mild': 14, 'Moderate': 12, 'Severe': 4}"
2024-02-27,Pediatrics,40,46.3,"{'Mild': 21, 'Moderate': 13, 'Severe': 6}"
2024-02-27,Orthopedics,17,55.0,"{'Mild': 6, 'Moderate': 11, 'Severe': 0}"
2024-02-27,Oncology,25,43.7,"{'Mild': 6, 'Moderate': 13, 'Severe': 6}"
2024-02-27,Dermatology,10,53.2,"{'Mild': 2, 'Moderate': 4, 'Severe': 4}"
2024-02-27,Gastroenterology,46,41.6,"{'Mild': 16, 'Moderate': 22, 'Severe': 8}"
2024-02-27,Endocrinology,39,46.4,"{'Mild': 15, 'Moderate': 21, 'Severe': 3}"
2024-02-27,Psychiatry,34,45.6,"{'Mild': 13, 'Moderate': 17, 'Severe': 4}"
2024-02-28,Cardiology,13,46.8,"{'Mild': 6, 'Moderate': 2, 'Severe': 5}"
2024-02-28,Neurology,14,53.6,"{'Mild': 8, 'Moderate': 5, 'Severe': 1}"
2024-02-28,Pediatrics,6,42.8,"{'Mild': 5, 'Moderate': 1, 'Severe': 0}"
2024-02-28,Orthopedics,24,49.9,"{'Mild': 12, 'Moderate': 11, 'Severe': 1}"
2024-02-28,Oncology,15,36.9,"{'Mild': 6, 'Moderate': 7, 'Severe': 2}"
2024-02-28,Dermatology,48,49.7,"{'Mild': 22, 'Moderate': 19, 'Severe': 7}"
2024-02-28,Gastroenterology,19,44.8,"{'Mild': 6, 'Moderate': 9, 'Severe': 4}"
2024-02-28,Endocrinology,24,48.9,"{'Mild': 8, 'Moderate': 10, 'Severe': 6}"
2024-02-28,Psychiatry,16,41.4,"{'Mild': 10, 'Moderate': 6, 'Severe': 0}"
2024-02-29,Cardiology,36,45.4,"{'Mild': 24, 'Moderate': 9, 'Severe': 3}"
2024-02-29,Neurology,11,29.5,"{'Mild': 5, 'Moderate': 4, 'Severe': 2}"
2024-02-29,Pediatrics,41,47.7,"{'Mild': 19, 'Moderate': 13, 'Severe': 9}"
2024-02-29,Orthopedics,29,41.6,"{'Mild': 10, 'Moderate': 16, 'Severe': 3}"
2024-02-29,Oncology,36,38.6,"{'Mild': 17, 'Moderate': 14, 'Severe': 5}"
2024-02-29,Dermatology,31,46.7,"{'Mild': 12, 'Moderate': 13, 'Severe': 6}"
2024-02-29,Gastroenterology,46,40.8,"{'Mild': 13, 'Moderate': 24, 'Severe': 9}"
2024-02-29,Endocrinology,28,55.1,"{'Mild': 11, 'Moderate': 12, 'Severe': 5}"
2024-02-29,Psychiatry,6,33.8,"{'Mild': 3, 'Moderate': 2, 'Severe': 1}"
2024-03-01,Cardiology,20,47.6,"{'Mild': 12, 'Moderate': 3, 'Severe': 5}"
2024-03-01,Neurology,33,42.0,"{'Mild': 14, 'Moderate': 12, 'Severe': 7}"
2024-03-01,Pediatrics,44,49.2,"{'Mild': 19, 'Moderate': 14, 'Severe': 11}"
2024-03-01,Orthopedics,7,46.0,"{'Mild': 2, 'Moderate': 4, 'Severe': 1}"
2024-03-01,Oncology,39,39.8,"{'Mild': 14, 'Moderate': 18, 'Severe': 7}"
2024-03-01,Dermatology,34,48.6,"{'Mild': 21, 'Moderate': 10, 'Severe': 3}"
2024-03-01,Gastroenterology,48,43.8,"{'Mild': 12, 'Moderate': 27, 'Severe': 9}"
2024-03-01,Endocrinology,39,49.4,"{'Mild': 12, 'Moderate': 17, 'Severe': 10}"
2024-03-01,Psychiatry,7,45.4,"{'Mild': 3, 'Moderate': 3, 'Severe': 1}"
2024-03-02,Cardiology,21,41.8,"{'Mild': 11, 'Moderate': 6, 'Severe': 4}"
2024-03-02,Neurology,9,67.8,"{'Mild': 5, 'Moderate': 3, 'Severe': 1}"
2024-03-02,Pediatrics,32,48.5,"{'Mild': 15, 'Moderate': 12, 'Severe': 5}"
2024-03-02,Orthopedics,28,49.7,"{'Mild': 13, 'Moderate': 13, 'Severe': 2}"
